snapshot_index,captured_at_utc,response_now_ms,target_id,callsign,lat_deg,lon_deg,alt_baro_ft,alt_geom_ft,ground_speed_kt,track_deg,baro_rate_ft_min,geom_rate_ft_min,seen_pos_s,db_flags
3,2026-08-04T03:02:58Z,1785812578000,84655a,ANA644,35.267696,139.972424,3975,4275,214.9,22.15,-64,-32,0.019,0
3,2026-08-04T03:02:58Z,1785812578000,84bd31,JA22NF,35.921243,139.975755,800,975,59.6,22.69,,-128,3.515,0
3,2026-08-04T03:02:58Z,1785812578000,84b5ee,SFJ22,34.862915,140.007075,8300,8775,244.5,23.63,-992,-1088,0.29,0
3,2026-08-04T03:02:58Z,1785812578000,846d0c,ADO47,37.055832,140.008246,34250,36750,443.0,11.59,2272,2368,0.287,0
3,2026-08-04T03:02:58Z,1785812578000,71c717,ESR602,35.828796,140.014229,16050,17175,373.5,284.89,1472,1472,0.087,0
3,2026-08-04T03:02:58Z,1785812578000,86cf4d,SNJ22D,35.165886,140.017605,4175,4500,224.1,346.58,-448,-320,0.29,0
3,2026-08-04T03:02:58Z,1785812578000,a57b27,WGN212,34.515747,140.136613,23350,25100,407.4,63.94,-1792,-1824,0.129,0
3,2026-08-04T03:02:58Z,1785812578000,86222e,JAL570,35.532486,140.142403,6125,6400,243.2,187.8,-1088,-1152,0.079,0
3,2026-08-04T03:02:58Z,1785812578000,86dd4c,JAL723,34.262447,140.255299,30150,32475,523.3,228.02,832,1024,0.894,0
3,2026-08-04T03:02:58Z,1785812578000,71bf43,JNA204,35.876266,140.294495,4450,4800,265.5,329.18,1984,1088,0.239,0
3,2026-08-04T03:02:58Z,1785812578000,84b7fa,ANA316,36.61084,140.313663,15950,17100,394.5,159.68,-512,-544,0.565,0
3,2026-08-04T03:02:58Z,1785812578000,780d11,CHH439,37.02951,140.336726,20125,21675,388.8,95.46,-1536,-1536,0.012,0
3,2026-08-04T03:02:58Z,1785812578000,8463b4,IBX79,36.76149,140.353317,7900,8425,282.4,15.61,-1792,-1792,0.504,0
3,2026-08-04T03:02:58Z,1785812578000,847c18,JJP509,35.794785,140.353832,1925,2000,196.6,330.44,,1216,1.037,0
3,2026-08-04T03:02:58Z,1785812578000,770588,ALK455,35.913376,140.373892,6625,7075,278.2,132.23,1856,2112,0.843,0
3,2026-08-04T03:02:58Z,1785812578000,71c073,ASV706,35.864914,140.416832,10675,11225,324.6,221.0,864,832,0.012,0
3,2026-08-04T03:02:58Z,1785812578000,89910a,CAL102,34.844071,140.436287,13675,14575,393.9,44.69,-2496,-2528,0.218,0
3,2026-08-04T03:02:58Z,1785812578000,8678c0,ANA56,37.088028,140.446771,23800,25550,471.6,192.74,-2112,-1088,0.34,0
3,2026-08-04T03:02:58Z,1785812578000,71c709,PTA501,36.698526,140.573107,15000,16075,385.6,163.12,64,32,0.006,0
3,2026-08-04T03:02:58Z,1785812578000,863b53,JA6939,35.908115,140.582808,675,875,119.1,283.1,-128,,1.366,0
3,2026-08-04T03:02:58Z,1785812578000,71c524,JJA1175,36.419631,140.582983,14775,15850,358.4,174.88,-1088,-1120,0.432,0
3,2026-08-04T03:02:58Z,1785812578000,846a34,JJP602,35.298065,140.68737,7800,8225,256.3,352.38,-736,-640,0.29,0
3,2026-08-04T03:02:58Z,1785812578000,840587,SJO858,35.881068,140.884055,10325,10875,291.5,169.92,-736,-640,0.218,0
3,2026-08-04T03:02:58Z,1785812578000,846a5b,NCA101,35.56051,141.046104,7825,8325,267.3,252.58,-448,-480,0.0,0
3,2026-08-04T03:02:58Z,1785812578000,84118c,JAL6,35.735825,141.691609,25975,27900,472.5,79.14,768,768,0.129,0
